clicked_news	category	subcategory	title
N22415	100sport	fotball	– Jeg ønsker å fortsette som TIL-kaptein, men ikke for enhver pris
N22417	pluss	okonomi	Trondheimsselskapet har tapt én milliard kroner på to år
N22419	100sport	fotball	Her er Rosenborgs nye høyreback
N22420	nyheter	okonomi	Kriserammet trondheimsselskap kan få inn 80 millioner kroner
N22421	nyheter	innenriks	Nesten halvparten strøk på teoriprøven i fjor
N22424	nyheter	trondheim	Har du sett denne bronsekanonen?
N22425	100sport	fotball	Har skrevet under for fire år - her er draktnummeret
N22426	100sport	ballsport	Frustrert over forbundet: Byåsen mener de ikke får svar på hva de gjør galt
N22428	pluss	okonomi	Tar arrest i fem av Teekay sine trondheimsregistrerte skip
N22429	nyheter	nordtrondelag	Innbrudd hos gullsmed i Stjørdal
N22430	nyheter	innenriks	Trondheim sier ja, Bodø sier nei til Israel-boikott
N22431	nyheter	innenriks	Nesten halvparten strøk på teoriprøven i fjor
N22433	nyheter	okonomi	NTNU-forsker vil passe Oljefondet
N22434	nyheter	nordtrondelag	- Det kunne blitt en stygg ulykke
N22444	pluss	nyheter	Cecilie mener hun har løsningen for dem som «ikke tåler brød»
N22445	nyheter	sortrondelag	Fylkesvei 715 i Osen ble stengt etter jordras
N22447	pluss	nyheter	- Jeg ville ikke gi ungene mine dårlig butikkbrød
N22448	nyheter	okonomi	Mener Ap gjør seg til gissel for høyresiden
N22451	nyheter	trondheim	Vant konditorkåring med sjokolade-reinsdyr
N22453	pluss	nyheter	Isfit 2017: - Det hjelper å snakke sammen
N22455	100sport	fotball	Nå mener Bruttern at Rosenborg er klare for Europa
N22457	pluss	nyheter	Dávvet står opp for skeive samer
N22463	nyheter	trondheim	- Husk de som ikke kan huske
N22465	nyheter	sortrondelag	Fjerner stillingen som kommuneadvokat i nye Indre Fosen
N22466	nyheter	innenriks	Hareide: - KrF-nei til et tredje kjønn
N22469	100sport	vintersport	Derfor er kjæreste uaktuelt for VM-håpet
N22470	pluss	nyheter	Bærer veden i hus
N22471	forbruker	hjem	Eks-megler på boligkjøpers side
N22473	pluss	magasin	Mye kake og lite krig
N22476	kultur	uteliv	Slik blir Trondheims uteliv i 2011
N22480	sport	sprek	Mindre salt og mindre fiber enn ferdigbrød
N22485	nyheter	innenriks	- Miljøvelgerne kan avgjøre valget
N22486	nyheter	innenriks	- Norsk nasjonalisme er en positiv kraft
N22488	meninger	ordetfritt	Vi ble stående i villrede, på vei til en begravelse, og lure på om bilen var stjålet
N22489	nyheter	trondheim	Pågrep mann i slutten av 20-årene etter ran på Øya
N22490	nyheter	innenriks	Bane NOR må kutte 500 millioner kroner
N22491	100sport	fotball	Hevder dette er Kjetil Rekdals nye jobb
N22493	nyheter	trondheim	Alt mannskap ute for å fjerne mengder av svevestøv
N22496	nyheter	sortrondelag	- Pengene skal gå til ny og gammel ferie
N22502	100sport	vintersport	Therese Johaug: - Jeg gikk på en smell
N22503	pluss	meninger	Fyllesex er en risiko
N22507	nyheter	innenriks	Kamp mot vold og voldtekt er årets hovedparole 8. mars
N22508	100sport	fotball	RBK-Solli håper på Barcelona eller Real Madrid
N22518	nyheter	trondheim	Kontroll på brann i enebolig i Trondheim
N22519	nyheter	nordtrondelag	Terrorsiktet IS-avhopper flyttes til Trondheim
N22520	meninger	kronikker	Arbeids- og sosialministeren: - Jeg er enig med Bjarne Brøndbo
N22521	nyheter	innenriks	Erna Solberg kjørte bil for første gang på tre år
N22522	nyheter	trondheim	Nå er DAB-sinkene i trøbbel
N22524	nyheter	sortrondelag	Ikke venterom på ny ferjekai på Rørvik
N22528	nyheter	nordtrondelag	Bil totalt utbrent etter bilbrann i Steinkjer
N22529	nyheter	trondheim	Sjåførmangel i taxibransjen
N22530	100sport	ballsport	Sammenligner Super Bowl-sjokket med Liverpool-mirakelet
N22536	nyheter	trondheim	Mann pågrepet etter innbrudd på Møllenberg
N22537	pluss	okonomi	Deloitte sponser Bergen, har Stavanger-avtale og gir råd til regjeringen om fornybarfondet som Trondheim vil ha
N22538	nyheter	sortrondelag	Lysskilt skal bremse vogntog på E6 i
N22541	nyheter	trondheim	Væretunnelen stengte seg selv
N22543	nyheter	innenriks	Tre til sykehus etter ulykke i Orkdal
N22544	nyheter	trondheim	- Ikke bare en fyllefest
N22550	pluss	kultur	Nina Lykke
N22551	nyheter	sortrondelag	Slik sperret semitraileren E6
N22552	nyheter	trondheim	Tre tatt for kjøring i stengt tunnel i Ilsvika
N22553	nyheter	sortrondelag	Flere hundre gikk i fakkeltog
N22555	pluss	nyheter	Kyllingprodusent halalslakter alt kjøtt – kritiseres for utydelig merking
N22557	nyheter	sortrondelag	Trønderske togpendlere fikk NSB til å endre ruten
N22559	pluss	meninger	Bilistene bør juble for sykkelfelt i Byåsveien
N22560	nyheter	sortrondelag	Stenger fylkesvei i Roan på dagtid frem til juni
N22561	nyheter	innenriks	Halalkjøtt gir millioner i Islamsk Råds kasse
N22569	pluss	kultur	Rinnan erkjente tortur og mord
N22572	nyheter	innenriks	Gunnes: - Dette vil ikke vare, Sp!
N22576	pluss	nyheter	NTNU må lære av St. Olavs Hospital
N22580	nyheter	trondheim	Tatt for kjøring på rødt lys
N22583	nyheter	nordtrondelag	Ble vinket inn til politikontroll - klarte ikke stanse
N22584	nyheter	okonomi	Eks-sjef saksøker Norsk Kylling
N22585	nyheter	nordtrondelag	Opprettet falsk Facebook-profil rådmannens navn
N22586	nyheter	trondheim	Northugs nye bolig til sju mill. kan bli hans fengsel
N22591	nyheter	trondheim	Her går tiuren til angrep
N22594	nyheter	trondheim	Vi bruker millioner av kroner på disse blomstene i uka som kommer
N22595	100sport	ballsport	VM-helten Sagosen og Amanda Kurtovic kåret til månedens spillere i Europa
N22604	pluss	nyheter	Slik lager du festkake for allergikere
N22606	nyheter	utenriks	Mann fra Fosen siktet for dobbeltdrap i utlandet
N22609	kultur	tv	Debuterte med et smell
N22612	nyheter	utenriks	Jente tiltalt for terror i Danmark
N22614	nyheter	sortrondelag	Samlet overgrepsbilder i inntil ti år - glad da han ble tatt
N22615	nyheter	innenriks	Kvinne omkom i ulykke på E6 i Hedmark
N22619	kultur	musikk	Brynjar Meling slakter Adressa-anmelder
N22625	100sport	vintersport	Johaug utestenges i 13 måneder: – Jeg vil bruke de nærmeste dagene til å tenke gjennom hva jeg skal gjøre
N22628	100sport	vintersport	KOMMENTAR: Det er bare å takke ja, Johaug
N22633	100sport	fotball	RBK-talentenes neste Europa-motstander er klar
N22634	nyheter	moreromsdal	Død person funnet i fjellet
N22637	pluss	kultur	- Tysland er større enn mange forstår
N22638	nyheter	okonomi	Utsetter avgjørelse om Norsk Kylling
N22639	nyheter	nordtrondelag	Ungdom fra Hell omkom
N22640	pluss	nyheter	Se de nye planene for storbyhallen på Øya
N22642	kultur	musikk	Lord takker Hell for sitt nye liv
N22647	100sport	fotball	Kun 50 Molde-supportere får billett i Kristiansund
N22648	nyheter	trondheim	Vil du møte Bjørnis og Elias?
N22649	nyheter	nordtrondelag	Jente (10) påkjørt i Steinkjer
N22651	pluss	okonomi	Rema-avtale gjør at Trondhjem Mikrobryggeri må øke bemanningen
N22652	pluss	magasin	Du har sikkert vært på gården til Trine hvis du bor på Byåsen
N22655	nyheter	nordtrondelag	Klær stjålet fra klesbutikk i Levanger
N22656	100sport	vintersport	Derfor ble Johaug dømt til 13 måneders utestengelse - slik argumenterer dommerne
N22657	100sport	vintersport	Svensk løper om debatten rundt Johaug: - De vil ha hevn
N22663	nyheter	sortrondelag	Har gjennomført rundt 100 vitneavhør etter Ler-drapet
N22665	pluss	magasin	Karbofest med retromat
N22668	pluss	nyheter	- Ikke nok at kongen har bedt samene om unnskyldning
N22673	nyheter	sortrondelag	Mor og barn sendt til legesjekk
N22674	nyheter	sortrondelag	- Vi har ikke behov for noen sandstrand på Øysand
N22675	100sport	vintersport	Kowalczyk dukket ikke opp til dagens start
N22676	nyheter	nordtrondelag	Dødsulykke i Stjørdal
N22678	pluss	okonomi	Aptomar ansetter seks nye etter storkontrakt
N22679	100sport	fotball	Her er ekspertenes dom over RBK-kjøpene
N22681	meninger	ordetfritt	Gi oss en samisk folkefest i Trondheim hvert år
N22682	nyheter	trondheim	Kikket på ungjenter i solarium
N22683	nyheter	innenriks	Tord Lien ny regiondirektør i NHO Trøndelag
N22684	nyheter	sortrondelag	Solveig (11) skal ta soppeksamen
N22687	100sport	ballsport	Slutter etter åtte år i Byåsen
N22688	nyheter	innenriks	Dømt til ni års fengsel for flere nettvoldtekter
N22690	pluss	sport	Tiller truer med å gi opp ishockey
N22691	100sport	vintersport	Hevder FIS allerede har tatt valget som kan knuse Johaugs OL-drøm
N22693	nyheter	trondheim	Kvinne hardt skadd i kollisjon med brannbil
N22697	meninger	kommentarer	Han holdt fast på drømmen
N22698	100sport	vintersport	Vil flytte sesongstarten - på grunn av Johaugs dopingdom
N22699	nyheter	trondheim	- Du må trives i eget hode
N22700	nyheter	trondheim	Her stjeler tyven bilen til Eirik mens han er inne og kjøper snus
N22705	pluss	nyheter	- Nav klarer ikke å skille mellom de syke og de kronisk syke
N22708	pluss	magasin	Den ultimate valentinfristelsen
N22710	nyheter	innenriks	1,2 millioner timer isolasjon i norske fengsler
N22711	100sport	idrettspolitikk	Sportsgal? Her er din nye TV-hverdag i årene fremover
N22714	nyheter	trondheim	Frakken åpner igjen
N22716	nyheter	politikk	Sammenligner Sps nøkkel til suksess med Trumps metode
N22717	nyheter	okonomi	Trondheims største teknologiselskap mistet viktige kunder
N22718	nyheter	trondheim	Opoku: - Vi må nok be trondhjemmerne droppe bilen
N22729	nyheter	trondheim	Taxisjåfører vil ha dispensasjon for å kunne kjøre i gågater
N22732	100sport	sjakk	Magnus Carlsen blir ikke med Norge til sjakk-VM
N22738	pluss	meninger	«For mye bedøvelse kan drepe»
N22744	pluss	nyheter	NTNU til topps på verdens største elektronikkmesse
N22745	pluss	magasin	Den nye Maria von Trapp
N22746	100sport	fotball	Landslagsspilleren byttet klubb for å støtte kreftsyk bror
N22747	nyheter	trondheim	- Ikke hver dag man har slik utsikt fra verandaen
N22748	nyheter	sortrondelag	I natt må du se opp mot himmelen
N22754	nyheter	trondheim	Lange køer etter påkjørsel bakfra i julerushet på Rosten
N22755	nyheter	innenriks	Realitykjendis løslatt fra varetekt i narkosak
N22757	pluss	nyheter	- Fjern nattakst på nattbussen
N22758	nyheter	nordtrondelag	Får 15 millioner til gang- og sykkelveier
N22759	nyheter	trondheim	Flere voldsepisoder i Trondheim i natt
N22760	nyheter	sortrondelag	Tre personer til sykehus etter trafikkulykke i Orkdal
N22761	pluss	okonomi	Denne trondheimsbedriften har en robot som personalsjef
N22762	pluss	nyheter	Trøndersk oppfinnelse gjør mobilbetaling enklere
N22764	nyheter	trondheim	Innbruddstyver tatt på fersken på Møllenberg
N22765	nyheter	nordtrondelag	Fulgte ulven i én time
N22766	pluss	meninger	Nye utfordringer om eldgammel deling
N22767	100sport	fotball	Fotballfeber i Kristiansund: Har solgt 3500 av 4100 seter
N22768	100sport	fotball	Sollis perlescoring sendte RBKs talenter videre i Europa
N22770	pluss	okonomi	Nå skal Super Hero Burger vokse
N22776	nyheter	innenriks	Krever gratis legetime hvis fastlegen lar pasientene vente
N22778	100sport	vintersport	Legger seg flat etter kritikk fra Petter Northug
N22779	nyheter	trondheim	- Han er i sjokk over at et menneske er blitt drept
N22782	pluss	meninger	Vi er ingen skinasjon
N22784	nyheter	nordtrondelag	Tok førerkortet fredag - tatt for fyllekjøring natt til lørdag
N22786	100sport	vintersport	Anerkjent advokat kritiserer behandlingen av Johaug: - Bryter reglene
N22787	nyheter	nordtrondelag	Mann anmeldt for ruskjøring etter krasj i Leksvik
N22788	pluss	magasin	Simen var en levende fakkel
N22790	100sport	fotball	Rosenborg-treneren: – Vi må luke bort tullefeilene
N22791	nyheter	sortrondelag	Ola Borten Moe åpen for retur til Stortinget
N22792	pluss	nyheter	Nå har Ida (13) blitt til Thomas
N22793	nyheter	terrorangrepet	- AUF-erne fortjente ikke det nye sjokket
N22795	nyheter	trondheim	Turfolk måtte skrape hundebæsj av skiene
N22797	pluss	meninger	Å si at kristne julesanger fjernes, er tøv
N22802	pluss	okonomi	Hun lokker nordmenn til å satse store penger på omstridt nettvaluta
N22803	nyheter	trondheim	Mann falt tre meter ned fra stige
N22804	pluss	nyheter	Kvinne hevder politimenn sendte lik-bilde på Snapchat
N22805	nyheter	trondheim	- Vi er i gang med å innstallere adgangskontroll ved alle dørene
N22807	nyheter	sortrondelag	Gressbrann på Hovin
N22813	nyheter	innenriks	Ylva (17) er Norges beste junior hundekjører
N22814	pluss	okonomi	Fem trender avgjør hva du finner i butikkhyllene
N22815	nyheter	innenriks	Reklame om vrakpant på FM-radioer stanses
N22818	nyheter	trondheim	- Ikke kast varme engangsgriller
N22820	nyheter	trondheim	- Vi er veldig skuffet over forsøplingen
N22822	100sport	ballsport	Drammen bekrefter: Kjelling fortsetter som TV3-ekspert
N22825	100sport	vintersport	Flugstad Østberg om møtet med Johaug: - Vi hilste. Så gikk vi hver vår retning.
N22829	100sport	fotball	Rosenborg med knallsterk seier i København
N22831	100sport	vintersport	Lundby hoppet til seier: - Denne dama er ustoppelig!
N22833	100sport	andreidretter	Karsten Warholm tangerte verdensrekord: - Ganske lykkelig
N22836	nyheter	nordtrondelag	Her ankommer 100 nye amerikanere Værnes
N22837	pluss	kultur	Her er alternative fakta fra et forhold
N22839	nyheter	innenriks	Femundløpet 2017: Lederspannet diskvalifisert
N22844	100sport	vintersport	VM-vrakede Dyrhaug knuste Northug med halvannet minutt: - Jeg gikk i sinne
N22846	100sport	fotball	Sandnes Ulfs luksusproblem: - Det blir et bikkjeslagsmål
N22849	kultur	musikk	Cantus er «Verdens beste damekor»
N22851	nyheter	utenriks	Folkeavstemning om forfatning på Færøyene i 2018
N22852	nyheter	trondheim	I morgen er det mor som gjelder
N22857	100sport	andreidretter	Her er de norske idrettsbragdene fra 2016 som du aldri fikk høre om
N22858	100sport	fotball	RBK imponerte Solbakken: - I første omgang dominerer de kraftig med ball
N22860	100sport	ballsport	Byåsen sier fra seg milliongave etter angivelig sterkt press fra forbundet
N22861	nyheter	nordtrondelag	Oter bet seg fast i fingeren til viltforvalter
N22863	100sport	vintersport	Slik forklarer landslagslegen Hegle Svendsens kollaps
N22864	nyheter	innenriks	Mann dømt til fengsel for konemishandling
N22868	nyheter	trondheim	Samepioner hedres med flaggdag i fire land
N22870	nyheter	trondheim	Oddekalv junior jaget av politiet
N22874	pluss	kultur	Eldar Rønning om livet som mosjonist: - Jeg har kun gått tre skiturer alene i vinter
N22876	nyheter	sortrondelag	To menn med kuttskader pågrepet av bevæpnet politi i Ålen
N22887	nyheter	innenriks	Hijabdømt frisør truer med å ta revy til retten
N22890	pluss	nyheter	Han er en av 13 som får si sitt om fremtidens hær og heimevern
N22891	nyheter	innenriks	F-35 utklasser konkurrentene i amerikanske øvelser
N22893	pluss	nyheter	Nye Veier styrker staben
N22901	pluss	kultur	Året var 1978, og rødstrømpe stjal misseshow
N22907	nyheter	innenriks	Ny, toppmoderne skole foreslått lagt ned
N22914	nyheter	trondheim	Stor interesse for klosterruiner
N22916	pluss	nyheter	Flekkvis lykke
N22919	nyheter	trondheim	RBK føler seg misbrukt av Pegida
N22920	nyheter	trondheim	Militærfly på trening
N22921	meninger	ordetfritt	Kjenner jeg ekstra godt etter så tror jeg at jeg føler meg litt sånn «hin»
N22922	100sport	idrettspolitikk	Bjørnebye om foreldretrenere: - Barn får gjennomgå hvis resultattavla ikke er som far vil
N22933	pluss	magasin	Hun får halve verden til Trondheim
N22934	pluss	kultur	Stillfarent og rasende om en sviktet kvinne
N22935	nyheter	nordtrondelag	Ville ikke betale etter taxitur på Stjørdal
N22941	nyheter	nordtrondelag	Lastebil mistet hengerhjul på E6 - hjulet traff en annen bil
N22943	nyheter	sortrondelag	Slo og sparket etter politiet i Orkanger
N22945	nyheter	trondheim	Gruppesex engasjerer trondhjemmerne
N22946	nyheter	trondheim	Fulle menn kom seg ikke ut fra Stiftsgårdparken
N22947	nyheter	sortrondelag	- Jeg har vært veldig heldig
N22949	nyheter	nordtrondelag	Avsluttet rusfritt arrangement på grunn av rusede deltakere
N22953	nyheter	trondheim	Hastefjernet farlige lekeapparater på Marinen
N22957	pluss	nyheter	- Foreldre selvdiagnostiserer barna med matallergi
N22961	nyheter	innenriks	Norske dommere trues med vold og drap
N22962	nyheter	utenriks	Beklager etter å ha brukt bilde av feil Trump
N22963	nyheter	trondheim	Bil av veien i Bjørndalen
N22964	nyheter	utenriks	Svenske leger får skrive ut cannabis på resept
N22968	100sport	vintersport	Hegle Svendsen står over jaktstarten etter kollapsen
N22972	pluss	nyheter	- Gløshaugen har plass til hele NTNU
N22975	100sport	vintersport	Eckhoff skjøt seg bort igjen - tysk seier på VM-jaktstarten
N22976	pluss	okonomi	Her er Trondheims største eiendomssalg hittil i år
N22977	nyheter	sortrondelag	Sjekk hvor det er farligst å bo i Midt-Norge
N22978	pluss	nyheter	Ventet 12,5 år på kommunal bolig
N22979	pluss	nyheter	Slik vil fremtidens studenter at campus skal være
N22982	pluss	nyheter	Dragvoll vs. Gløshaugen: Store kulturforskjeller og ulike identiteter
N22984	bil	bruktbiltest	Solid og gjennomtenkt luksus
N22986	nyheter	terrorangrepet	- Beredskapstroppen er våre helter
N22987	nyheter	innenriks	Å-en er hundre
N22988	pluss	okonomi	Arkitekten som sverger til landskap
N22993	pluss	okonomi	Må ofte overnatte i byen
N22998	nyheter	utenriks	Mange fikk pusteproblemer på flyplassen i Hamburg
N23006	nyheter	innenriks	Hvordan feirer du mamma?
N23008	pluss	kultur	Mye av alt det andre, men for lite av hovedpersonene
N23010	kultur	bok	Så lyset på operasjons- bordet
N23015	nyheter	sortrondelag	Kvinne omkom etter ulykke på E39
N23018	100sport	fotball	Ny nedtur for Ødegaard og co. mot Svenssons AZ
N23019	nyheter	innenriks	Uvær i nord skaper trøbbel
N23022	pluss	magasin	Asif venter på at EU skal åpne grensen
N23024	100sport	ballsport	Byåsen ute av Europa: - Vi ble overkjørt
N23034	100sport	vintersport	Finsk avis om Bjørndalen: - Kan denne statistikken være sann?
N23035	100sport	meninger	«Det mest imponerende med Bjørndalen, er hans evige evne til å finne inspirasjon»
N23036	nyheter	okonomi	Ølsalget til Rema stuper med ny markedsstrategi
N23037	100sport	vintersport	Tufte hyller 43 år gamle Bjørndalen: – En vanvittig stor inspirasjonskilde
N23041	pluss	nyheter	Utsetter tilståelse etter FBI-hacking
N23043	nyheter	sortrondelag	To nye pågrepet i overgrepsbilde-saken
N23044	nyheter	sortrondelag	Løslater lærer (34) i overgrepsbilde-saken
N23046	pluss	nyheter	- Er jeg en større fare for verden enn Trump er?
N23047	nyheter	innenriks	Lavere inflasjon enn ventet kan øke muligheten for nytt rentekutt
N23048	nyheter	innenriks	Hordaland SV med ultimatum om atomvåpen
N23049	nyheter	sortrondelag	Skiløperne funnet i god behold
N23051	pluss	kultur	RBK-gutta slik du (nesten) aldri har sett dem
N23056	100sport	fotball	Dette sier RBK-erne om ilddåpen til 19-åringen
N23057	nyheter	innenriks	To narkosiktede fengslet i fire uker
N23058	nyheter	sortrondelag	Slipper fri en av de pågrepne etter drapet på Ler
N23067	100sport	vintersport	Norsk seier i nyttårshopprennet: - For en prestasjon
N23069	nyheter	innenriks	Mann tiltalt for trygdejuks for over en halv million
N23072	100sport	vintersport	Vil ha bort fyll og trengsel: Her er Holmenkollens nye kjøreregler
N23073	nyheter	trondheim	&laquo;Dovrebanens far&raquo;
N23080	100sport	vintersport	Slik blir den norske hoppuka
N23082	100sport	fotball	Nå møtes kamphanene igjen - og vi sender kampen direkte
N23084	pluss	meninger	Full texas i underlivet
N23085	pluss	nyheter	Jenssen vil ha svar fra helseministeren
N23086	pluss	nyheter	Nedgang i salg av dieselbiler
N23087	kultur	musikk	Komiske Al
N23088	nyheter	okonomi	Ikke fett for Brende
N23091	nyheter	innenriks	Faren til fetteren: – Endelig er tilståelsen ute av saken
N23094	nyheter	utenriks	Nytt drap i Malmö
N23095	nyheter	innenriks	Hordaland Høyre sier ja til eggdonasjon
N23098	nyheter	sortrondelag	Gikk seg vill i krattskog - funnet etter to timer
N23099	nyheter	utenriks	Trump skryter av aksjon mot ulovlige innvandrere
N23100	pluss	kultur	Fra bob til lob
N23102	tema	villeveier	Ane studerer melkerampene
N23104	nyheter	okonomi	Kulturhuset ble for stort - ingen får erstatning
N23108	100sport	fotball	Se den spektakulære scoringen til Fernando Torres: - Vakkert!
N23110	nyheter	trondheim	- Jeg skal ikke bruke pengene på fest i byen
N23114	nyheter	utenriks	Politiet i Östersund fraråder kvinner å gå ut om natta
N23116	pluss	okonomi	Kostnadskutt gir snart nye gullår
N23117	nyheter	innenriks	Høyre-politiker vil ikke ha rovdyr i Norge
N23118	nyheter	innenriks	Ny stiftelse for overgrepsofre
N23121	pluss	okonomi	- Vi tror vi er de eneste som brenner lovlig i Trondheim
N23122	100sport	fotball	Branns offisielle tilskuersnitt var 12.337 i 2016. Her er det reelle tallet.
N23123	100sport	vintersport	Gikk inn til VM-sølv fire måneder etter fødselen - takker ektemannen Bjørndalen
N23124	nyheter	sortrondelag	Kvinne til legevakt etter familievold i Skaun
N23125	nyheter	innenriks	SV vil ha mer barnetrygd mot fattigdom
N23126	pluss	kultur	Like deler fjas og alvor er en vinnerformel
N23129	nyheter	nordtrondelag	Sp-jubel etter skolevalg
N23135	nyheter	okonomi	Klesbutikk slått konkurs
N23139	nyheter	trondheim	Kvinne urinerte på politibil i Trondheim
N23140	pluss	nyheter	- Hvitost har vært luksusmat hjemme hos oss
N23141	nyheter	trondheim	Nå har denne «termosen» dukket opp på Tiller
N23142	100sport	vintersport	Svensk skistjerne om Northug: - Det blir som å slå noen som ligger nede
N23144	nyheter	nordtrondelag	Levanger sykehus opererte feil kne
N23146	nyheter	nordtrondelag	Pizzarestaurant får salgsboom på grunn av amerikanske soldater
N23147	nyheter	sortrondelag	Fosning ble siktet for drap etter intervju - saken henlegges
N23149	nyheter	sortrondelag	Skaun vil samarbeide om barnevern
N23150	pluss	nyheter	Skal granske Vidarheim
N23151	nyheter	okonomi	Aker BP har funnet olje i Barentshavet
N23152	100sport	vintersport	Klæbo vil bli kvitt «Nye Northug»-navnet
N23154	nyheter	okonomi	Sparebank 1 kvitter seg med Mcash og velger Vipps
N23156	nyheter	sortrondelag	Svenske vant Femundløpet
N23161	nyheter	trondheim	Min kjære mann
N23162	nyheter	innenriks	Viagra og grapefruktjuice kan være farlig
N23166	pluss	meninger	De smaker godt, så lenge jeg ikke trenger å se dem
N23169	nyheter	politikk	- Det strider imot menneskerettighetene
N23173	100sport	fotball	Kjetil Rekdal har fått ny jobb
N23175	pluss	nyheter	Ingen ulykker og hendelser ved produksjon av radioaktive legemidler i Oslo og Bergen
N23179	nyheter	okonomi	Tar over arbeidet på Grilstad
N23181	nyheter	nordtrondelag	Fører lettere skadd etter at vogntog kjørte i grøfta i Overhalla
N23187	100sport	vintersport	Skigigant bryter millionkontrakt med Therese Johaug: - Vi visste dette ville komme
N23188	nyheter	okonomi	Tjener godt på havbruk
N23196	nyheter	trondheim	Nå kommer det alkolås på bussene til Værnesekspressen
N23197	nyheter	trondheim	Amdahl ble gift med Amdahl via Facebook
N23198	100sport	vintersport	VM trolig over for syk Jansrud
N23203	nyheter	utenriks	AfD kan ekskludere delstatsleder
N23204	100sport	vintersport	Nå gir landslaget Northug sjansen
N23205	nyheter	trondheim	Ønsker å øke lærertettheten
N23209	100sport	vintersport	Emil Iversen: - Når gamle damer drikker for mye vin, blir de litt for ærlige
N23211	nyheter	trondheim	- Dette er et sjelden funn
N23214	nyheter	innenriks	Regjeringen varsler ny strategi mot kriminalitet i arbeidslivet
N23217	pluss	nyheter	Adresseavisens beste bilder fra januar
N23219	100sport	vintersport	Fischer villige til å forhandle med Johaug etter endt soning
N23229	100sport	fotball	Sjansesløsing i årets første vestlandsduell
N23230	nyheter	nordtrondelag	I helga blir det bondebryllup
N23233	100sport	motorsport	Må reise 80 mil for å trene
N23234	pluss	nyheter	Jakter spor i ni land
N23235	nyheter	utenriks	Svenske eiere går inn i Volvo
N23238	nyheter	sortrondelag	43-åring fortsatt drapssiktet etter løslatelse fra varetekt
N23240	nyheter	sortrondelag	Tekniske problemer med radio i flere tunneler
N23244	nyheter	trondheim	Slik vil folket ha campus
N23250	nyheter	sortrondelag	St. Olavs Hospital får kreftscanner
N23254	nyheter	okonomi	Rolls-Royce kutter 200 stillinger i Norge
N23260	nyheter	trondheim	- Egentlig er det helt galematias
N23262	100sport	fotball	Slik fikk Gytkjær tilnavnet «Bolleknægten»
N23263	nyheter	trondheim	NTNU campus: Disse fem forslagene går videre
N23265	pluss	nyheter	Religiøs leder tiltalt for overgrep mot døtre
N23269	pluss	nyheter	Nå skal Norge sende soldater til Baltikum
N23273	nyheter	sortrondelag	- Det er en veldig trist dag for hele familien
N23283	pluss	nyheter	Bergensk raushet til Trondheim
N23286	meninger	kommentarer	Hvis politikere og byråkrater ikke behersker grunnleggende datasikkerhet, fortjener de ikke skattepengene mine.
N23287	pluss	nyheter	- Når noen spør hvem som er pappaen til Sverre, svarer vi «begge»
N23290	pluss	nyheter	Flere unge vil bytte kjønn
N23293	nyheter	trondheim	Tiåring truet med kniv på skolen
N23295	nyheter	innsyn	Først taterne, nå romfolket
N23296	nyheter	innenriks	Trond Mohn på inntektstoppen
N23297	nyheter	sortrondelag	Tyv bet butikkeier
N23300	pluss	okonomi	- Kjell Inge er den første til å glede seg over at hans ord er gjort til skamme
N23301	nyheter	innenriks	35-åring bøtelagt for fuglefeller på McDonalds
N23305	pluss	kultur	- Et helt unikt talent er gått bort
N23306	nyheter	trondheim	Søkte med hund i området etter brann i Hoeggen kirke
N23310	pluss	kultur	Jubileumsserien: Slik beskrev Adresseavisen tyskernes invasjon i Polen
N23314	nyheter	innenriks	Dømt for å lage falske pengesedler
N23315	nyheter	trondheim	Følg immatrikuleringen på NTNU
N23316	forbruker	hjem	Pensjonistdrøm i betong
N23321	pluss	magasin	Han sov på en gressflekk ved Nidarosdomen
N23326	nyheter	utenriks	Gutt døde i togpåkjørsel utenfor Östersund
N23328	nyheter	trondheim	Vækteren gjenoppstår
N23332	nyheter	okonomi	Trondheims tidligere havne- direktør har fått seg ny jobb
N23333	nyheter	trondheim	Arkitekturprofessorens favoritter går videre i campusutviklingen
N23334	pluss	magasin	Les igjen: Dominans og underkastelse i Trondheim
N23335	nyheter	trondheim	Hvordan havnet denne breiflabben på en trapp på Skansen?
N23336	nyheter	okonomi	Blir ny sjef i Siva
N23340	nyheter	innenriks	Syriske flyktninger vil ta høyere utdanning i Norge
N23342	nyheter	nordtrondelag	Fanget storlaks midt på åkeren
N23343	nyheter	trondheim	Torvet er folketomt - oppsigelser i butikkene
N23347	nyheter	sortrondelag	Mann pågrepet etter væpnet aksjon
N23348	nyheter	innenriks	Dømt til fengsel for voldtekt etter Tinder-treff
N23351	nyheter	innenriks	Sjuende år med vekst for boligbyggelagene
N23356	pluss	nyheter	Se din skole i barnetoget!
N23359	nyheter	trondheim	Trondheim Torg utvides
N23360	kultur	musikk	Turandot treffer blink
N23362	100sport	andreidretter	Drømmer om OL-medalje: - Trener gjerne to ganger på julaften
N23364	nyheter	innenriks	Dømt for å lage falske pengesedler
N23365	pluss	meninger	Hvor kreativt blir Kreativt Norge?
N23366	pluss	nyheter	IKT-Norge: - En tsunami er på vei inn over banknæringen
N23374	nyheter	nordtrondelag	Gutt (16) omkom i trafikkulykke
N23375	nyheter	okonomi	Her er Norges fremste forskningsbyer
N23378	pluss	nyheter	To kjønn: En utdatert inndeling
